Job Title,Job URL,Company Name,Compnay URL,Exp,Salary,Location,Skills,Posted
Data Analyst,https://www.naukri.com/job-listings-data-analyst-era-it-solution-new-delhi-2-to-6-years-130521001018?src=jobsearchDesk&sid=16233957827611842_47&xp=8&px=48,Era IT Solution,https://www.naukri.com/era-it-solution-jobs-careers-2086436,2-6 Yrs,"4,00,000 - 7,00,000 PA.",New Delhi,r studio|python|data science|jupiter notebooks|advance excel|anaconda|miniconda|Model Building,
Software Engineer - Web,https://www.naukri.com/job-listings-software-engineer-web-saavn-llc-mumbai-bangalore-bengaluru-1-to-4-years-260521500122?src=jobsearchDesk&sid=16233957827611842_47&xp=9&px=48,"Saavn, LLC",https://www.naukri.com/saavn-media-jobs-careers-1549942,1-4 Yrs,Not disclosed,"Mumbai, Bangalore",Computer science|Data analysis|data science|Web development|Machine learning|Silicon|microsoft|Open source,15 Days Ago
Data Science (ETO - Engineering),https://www.naukri.com/job-listings-data-science-eto-engineering-global-talent-pool-mumbai-bengaluru-bangalore-3-to-5-years-191119500168?src=jobsearchDesk&sid=16233957827611842_47&xp=10&px=48,Global Talent Pool,https://www.naukri.com/webjobs-global070120161511-naukri-jobs-careers-2357392,3-5 Yrs,Not disclosed,"Mumbai, Bengaluru",Computer science|data science|Analytical|Programming|Data structures|Mathematics|Statistics|Python,
Data Science Engineer,https://www.naukri.com/job-listings-data-science-engineer-bloom-consulting-services-bengaluru-bangalore-2-to-5-years-300519501248?src=jobsearchDesk&sid=16233957827611842_47&xp=11&px=48,Bloom Consulting Services,https://www.naukri.com/bloom-solutions-jobs-careers-681555,2-5 Yrs,Not disclosed,Bengaluru,Statistical programming|data science|Machine learning|SCALA|Open source|Data mining|Ruby|MATLAB,
Data Science & Cloud Analytics,https://www.naukri.com/job-listings-data-science-cloud-analytics-brigosha-technologies-bengaluru-bangalore-3-to-6-years-281120500226?src=jobsearchDesk&sid=16233957827611842_47&xp=12&px=48,Brigosha Technologies,https://www.naukri.com/brigosha-technologies-jobs-careers-1071850,3-6 Yrs,Not disclosed,Bengaluru,Text mining|GIT|Neural networks|Business analytics|Network analysis|Machine learning|Natural language processing|Data mining,30+ Days Ago
Data Science Beginners,https://www.naukri.com/job-listings-data-science-beginners-analytics-vidhya-educon-pvt-ltd-bengaluru-bangalore-12-to-15-years-270120501962?src=jobsearchDesk&sid=16233957827611842_47&xp=13&px=48,Analytics Vidhya Educon Pvt. Ltd,https://www.naukri.com/analytics-vidhya-educon-jobs-careers-1787446,12-15 Yrs,Not disclosed,Bangalore,Logistic regression|PMP|data science|Bloomberg|Machine learning|data visualization|Risk management|Analytics,
Data Science Practice Manager,https://www.naukri.com/job-listings-data-science-practice-manager-suyati-technologies-pvt-ltd-kochi-cochin-bangalore-bengaluru-12-to-17-years-260221500395?src=jobsearchDesk&sid=16233957827611842_47&xp=14&px=48,Suyati Technologies Pvt Ltd,https://www.naukri.com/suyati-technologies-jobs-careers-562159,12-17 Yrs,Not disclosed,"Kochi/Cochin, Bangalore",IT Skills|Data Science|Machine Learning|Big Data|Technical management|big data analytics|Manager Technology|PHP,30+ Days Ago
"Senior, Data Science",https://www.naukri.com/job-listings-senior-data-science-near-pte-ltd-bengaluru-bangalore-4-to-8-years-250221501047?src=jobsearchDesk&sid=16233957827611842_47&xp=15&px=48,Near Pte. Ltd.,https://www.naukri.com/near-pte-jobs-careers-3833682,4-8 Yrs,Not disclosed,Bengaluru,Computer science|Telecom|Coding|Project management|Analytical|Intellectual property|Machine learning|ANSI,30+ Days Ago
Associate Data Science Consultant,https://www.naukri.com/job-listings-associate-data-science-consultant-axa-business-services-pvt-ltd-bengaluru-bangalore-3-to-5-years-190819501619?src=jobsearchDesk&sid=16233957827611842_47&xp=16&px=48,AXA Business Services Pvt Ltd,https://www.naukri.com/axa-business-services-jobs-careers-34463,3-5 Yrs,Not disclosed,Bengaluru,IT Skills|Data Science|Text mining|PDF|Network analysis|Machine learning|Mining operations|Data mining,
Data Science Engineer,https://www.naukri.com/job-listings-data-science-engineer-axa-business-services-pvt-ltd-bengaluru-bangalore-3-to-5-years-190819501616?src=jobsearchDesk&sid=16233957827611842_47&xp=17&px=48,AXA Business Services Pvt Ltd,https://www.naukri.com/axa-business-services-jobs-careers-34463,3-5 Yrs,Not disclosed,Bengaluru,IT Skills|Data Science|Hadoop Administration|GIT|Linux|Coding|Machine learning|Monitoring,
"Senior, Data Science",https://www.naukri.com/job-listings-senior-data-science-near-pte-ltd-bengaluru-bangalore-4-to-8-years-190221500738?src=jobsearchDesk&sid=16233957827611842_47&xp=18&px=48,Near Pte. Ltd.,https://www.naukri.com/near-pte-jobs-careers-3833682,4-8 Yrs,Not disclosed,Bengaluru,Computer science|Telecom|Coding|Project management|Analytical|Intellectual property|HTML|ANSI,30+ Days Ago
Artificial Intelligence/Machine learning/Data Science,https://www.naukri.com/job-listings-artificial-intelligence-machine-learning-data-science-spectrum-consultants-india-pvt-ltd-bengaluru-bangalore-6-to-11-years-181120500381?src=jobsearchDesk&sid=16233957827611842_47&xp=19&px=48,Spectrum Consultants India Pvt Ltd.,https://www.naukri.com/spectrum-consultants-india-jobs-careers-3951014,6-11 Yrs,Not disclosed,Bengaluru,deep learning|C++|JIT|data science|Coding|Neural networks|Artificial Intelligence|Machine learning,
Artificial Intelligence/Machine learning/Data Science,https://www.naukri.com/job-listings-artificial-intelligence-machine-learning-data-science-spectrum-consultants-india-pvt-ltd-bengaluru-bangalore-6-to-12-years-181120500380?src=jobsearchDesk&sid=16233957827611842_47&xp=20&px=48,Spectrum Consultants India Pvt Ltd.,https://www.naukri.com/spectrum-consultants-india-jobs-careers-3951014,6-12 Yrs,Not disclosed,Bengaluru,deep learning|C++|JIT|data science|Coding|Neural networks|Artificial Intelligence|Machine learning,
Data Science Engineer,https://www.naukri.com/job-listings-data-science-engineer-axa-business-services-pvt-ltd-bengaluru-bangalore-3-to-5-years-190819501616?src=jobsearchDesk&sid=16233957827611842_48&xp=1&px=49,AXA Business Services Pvt Ltd,https://www.naukri.com/axa-business-services-jobs-careers-34463,3-5 Yrs,Not disclosed,Bengaluru,IT Skills|Data Science|Hadoop Administration|GIT|Linux|Coding|Machine learning|Monitoring,
"Senior, Data Science",https://www.naukri.com/job-listings-senior-data-science-near-pte-ltd-bengaluru-bangalore-4-to-8-years-190221500738?src=jobsearchDesk&sid=16233957827611842_48&xp=2&px=49,Near Pte. Ltd.,https://www.naukri.com/near-pte-jobs-careers-3833682,4-8 Yrs,Not disclosed,Bengaluru,Computer science|Telecom|Coding|Project management|Analytical|Intellectual property|HTML|ANSI,30+ Days Ago
Artificial Intelligence/Machine learning/Data Science,https://www.naukri.com/job-listings-artificial-intelligence-machine-learning-data-science-spectrum-consultants-india-pvt-ltd-bengaluru-bangalore-6-to-11-years-181120500381?src=jobsearchDesk&sid=16233957827611842_48&xp=3&px=49,Spectrum Consultants India Pvt Ltd.,https://www.naukri.com/spectrum-consultants-india-jobs-careers-3951014,6-11 Yrs,Not disclosed,Bengaluru,deep learning|C++|JIT|data science|Coding|Neural networks|Artificial Intelligence|Machine learning,
Artificial Intelligence/Machine learning/Data Science,https://www.naukri.com/job-listings-artificial-intelligence-machine-learning-data-science-spectrum-consultants-india-pvt-ltd-bengaluru-bangalore-6-to-12-years-181120500380?src=jobsearchDesk&sid=16233957827611842_48&xp=4&px=49,Spectrum Consultants India Pvt Ltd.,https://www.naukri.com/spectrum-consultants-india-jobs-careers-3951014,6-12 Yrs,Not disclosed,Bengaluru,deep learning|C++|JIT|data science|Coding|Neural networks|Artificial Intelligence|Machine learning,
Software Development Engineer - Platform Data Science,https://www.naukri.com/job-listings-software-development-engineer-platform-data-science-jupiter-bangalore-bengaluru-2-to-5-years-180221501588?src=jobsearchDesk&sid=16233957827611842_48&xp=5&px=49,jupiter,https://www.naukri.com/jupiter-jobs-careers-509053,2-5 Yrs,Not disclosed,Bangalore,Computer science|Object oriented design|data science|Machine learning|Integration testing|CMS|Data structures|HTML,
Data Science Consultant,https://www.naukri.com/job-listings-data-science-consultant-burgeon-it-services-pvt-ltd-bengaluru-bangalore-5-to-8-years-180221500999?src=jobsearchDesk&sid=16233957827611842_48&xp=6&px=49,Burgeon IT Services Pvt ltd,https://www.naukri.com/burgeon-20it-20services-20pvt-20ltd-jobs-careers-2607356,5-8 Yrs,Not disclosed,Bengaluru,Python|Power Automate|Data Science|Azure Cognitive Services|Machine Learning|IT Skills|Azure|IT services,
MSSQL Data Science & R Analytics Programmer,https://www.naukri.com/job-listings-mssql-data-science-r-analytics-programmer-optidesk-solutions-private-limited-bengaluru-bangalore-2-to-6-years-171219500709?src=jobsearchDesk&sid=16233957827611842_48&xp=7&px=49,Optidesk Solutions Private Limited,https://www.naukri.com/optidesk-solutions-jobs-careers-3944346,2-6 Yrs,Not disclosed,Bangalore,SAP|SSRS|Machine learning|JSON|Windows|Stored procedures|Oracle|SSIS,
"Senior Software Engineer , Data Science",https://www.naukri.com/job-listings-senior-software-engineer-data-science-jupiter-bangalore-bengaluru-3-to-7-years-160421500169?src=jobsearchDesk&sid=16233957827611842_48&xp=8&px=49,jupiter,https://www.naukri.com/jupiter-jobs-careers-509053,3-7 Yrs,Not disclosed,Bangalore,Computer science|data science|Analytical|SCALA|Banking|CMS|Programming|HTML,
Artificial Intelligence/Machine learning/Data Science,https://www.naukri.com/job-listings-artificial-intelligence-machine-learning-data-science-spectrum-consultants-india-pvt-ltd-bangalore-bengaluru-8-to-13-years-101020500355?src=jobsearchDesk&sid=16233957827611842_48&xp=9&px=49,Spectrum Consultants India Pvt Ltd.,https://www.naukri.com/spectrum-consultants-india-jobs-careers-3951014,8-13 Yrs,Not disclosed,Bangalore,Computer science|Electrical engineering|deep learning|Literature|data science|Artificial Intelligence|Machine learning|Silicon,
Data Science Lead,https://www.naukri.com/job-listings-data-science-lead-d-cube-analytics-bangalore-bengaluru-10-to-12-years-070420500605?src=jobsearchDesk&sid=16233957827611842_48&xp=10&px=49,D Cube Analytics,https://www.naukri.com/d-cube-analytics-jobs-careers-4340382,10-12 Yrs,Not disclosed,Bangalore,Computer science|deep learning|C++|data science|Neural networks|Analytical|Machine learning|Data analytics,30+ Days Ago
Associate (Data Science/Analytics),https://www.naukri.com/job-listings-associate-data-science-analytics-angel-genie-bengaluru-bangalore-3-to-5-years-070121501274?src=jobsearchDesk&sid=16233957827611842_48&xp=11&px=49,Angel & Genie,https://www.naukri.com/angel-genie-jobs-careers-2248574,3-5 Yrs,Not disclosed,Bangalore,Assurance|ISO|Access management|Information security|Wordpress|Machine learning|Application development|Risk management,
Analytics & Data Science,https://www.naukri.com/job-listings-analytics-data-science-kpro-solutions-bengaluru-bangalore-9-to-14-years-051219501763?src=jobsearchDesk&sid=16233957827611842_48&xp=12&px=49,KPRO Solutions,https://www.naukri.com/kpro-solutions-jobs-careers-5271044,9-14 Yrs,Not disclosed,Bengaluru,Publishing|Web technologies|SAS|data science|SPSS|Web content|Analytics|SQL,
Asst.Director -Data Science,https://www.naukri.com/job-listings-asst-director-data-science-spectral-consultants-bengaluru-bangalore-gurgaon-noida-6-to-11-years-040221501676?src=jobsearchDesk&sid=16233957827611842_48&xp=13&px=49,Spectral Consultants,https://www.naukri.com/spectral-20consultants-jobs-careers-2524266,6-11 Yrs,Not disclosed,"Noida, Gurgaon, Bangalore",software architecture|Assistant Director|data science|Data modeling|Machine learning|Software development life cycle|Data structures|Troubleshooting,
Data Science Requirements,https://www.naukri.com/job-listings-data-science-requirements-teamware-solutions-bangalore-bengaluru-4-to-9-years-020320500210?src=jobsearchDesk&sid=16233957827611842_48&xp=14&px=49,Teamware Solutions,https://www.naukri.com/teamware-solutions-jobs-careers-2252510,4-9 Yrs,Not disclosed,Bangalore,IT Skills|Python|Machine Learning|Big Data|Computer science|Text mining|PDF|Web analytics,
Data Science / Analytics Consultant,https://www.naukri.com/job-listings-data-science-analytics-consultant-sas-research-and-developement-india-pvt-ltd-mumbai-7-to-8-years-290421501323?src=jobsearchDesk&sid=16233957827611842_48&xp=15&px=49,SAS Research and  Developement (India) Pvt Ltd,https://www.naukri.com/sas-research-and-developement-india-jobs-careers-1589420,7-8 Yrs,Not disclosed,Mumbai,IT Skills|Python|Data Science|Machine Learning|Cloud|Big Data|AWS|Computer science,
Marketing Analytics with Data Science Lead,https://www.naukri.com/job-listings-marketing-analytics-with-data-science-lead-augmatrixgo-hyderabad-secunderabad-pune-5-to-10-years-261120500080?src=jobsearchDesk&sid=16233957827611842_48&xp=16&px=49,AugmatrixGo,https://www.naukri.com/augmatrixgo-jobs-careers-4320738,5-10 Yrs,Not disclosed,"Hyderabad, Pune",Process automation|Marketing analytics|Web analytics|data science|Analytical|Digital marketing|Adobe|Teradata,
Operations Research Scientist,https://www.naukri.com/job-listings-operations-research-scientist-ormae-llp-bangalore-bengaluru-4-to-9-years-260521901113?src=jobsearchDesk&sid=16233957827611842_48&xp=17&px=49,ORMAE LLP,https://www.naukri.com/premium-jobs-jobs-careers-678662,4-9 Yrs,Not disclosed,Bangalore,C#|analyst|Industrial engineering|sas|Java|Gurobi|spss|data science,16 Days Ago
Technical Lead,https://www.naukri.com/job-listings-technical-lead-confidential-bangalore-bengaluru-5-to-10-years-260521003332?src=jobsearchDesk&sid=16233957827611842_48&xp=18&px=49,Confidential,https://www.naukri.com/jayashree-viswanathan-jobs-careers-5957312,5-10 Yrs,Not disclosed,Bangalore,Mean Stack|IT Skills|Java|Python|Software Development|Testing|Data Science|Machine Learning,15 Days Ago
Senior Manager - Data Science and Analytics (Modeling),https://www.naukri.com/job-listings-senior-manager-data-science-and-analytics-modeling-transunion-software-services-pvt-ltd-mumbai-6-to-9-years-260421501025?src=jobsearchDesk&sid=16233957827611842_48&xp=19&px=49,TransUnion Software Services Pvt. Ltd,https://www.naukri.com/transunion-services-jobs-careers-1133954,6-9 Yrs,Not disclosed,Mumbai,SQL|Spark|Hive|Tableau|R|Python|IT Skills|Team leading,30+ Days Ago
Chief Data Science officer,https://www.naukri.com/job-listings-chief-data-science-officer-redlotus-mumbai-15-to-18-years-251119501134?src=jobsearchDesk&sid=16233957827611842_48&xp=20&px=49,RedLotus,https://www.naukri.com/redlotus-jobs-careers-5252082,15-18 Yrs,Not disclosed,Mumbai,Computer science|French|data science|Master data management|Business analytics|Analytical|Project management|Machine learning,
Sr. Data Scientist,https://www.naukri.com/job-listings-sr-data-scientist-valiance-analytics-private-limited-bangalore-bengaluru-delhi-ncr-6-to-8-years-180521006944?src=jobsearchDesk&sid=16233957827611842_49&xp=1&px=50,VALIANCE ANALYTICS PRIVATE LIMITED,https://www.naukri.com/valiance-analytics-jobs-careers-4320082,6-8 Yrs,"20,00,000 - 35,00,000 PA.","Bangalore, Delhi / NCR",Tensorflow|Data Science|Artificial Intelligence|Articles|Case Studies|Time Series|Solution Development|Thought Leadership,23 Days Ago
Data Science,https://www.naukri.com/job-listings-data-science-the-silicon-partners-pune-hyderabad-secunderabad-2-to-7-years-160119504280?src=jobsearchDesk&sid=16233957827611842_49&xp=2&px=50,The Silicon Partners,https://www.naukri.com/the-silicon-partners-jobs-careers-3220616,2-7 Yrs,Not disclosed,"Hyderabad, Pune",Computer science|Analytical skills|SAS|Staffing|RDBMS|Analytical|Machine learning|Data analytics,30+ Days Ago
Supply Chain Data Science and Analytics Lead,https://www.naukri.com/job-listings-supply-chain-data-science-and-analytics-lead-entercoms-solutions-pvt-ltd-pune-8-to-12-years-120321500534?src=jobsearchDesk&sid=16233957827611842_49&xp=3&px=50,Entercoms Solutions Pvt Ltd,https://www.naukri.com/entercoms-solutions-jobs-careers-4361282,8-12 Yrs,Not disclosed,Pune,Supply chain|Computer science|Backend|Team management|Front end|Data management|Data modeling|Postgresql,
Senior Software Engineer  -  Data Science and Machine Learning,https://www.naukri.com/job-listings-senior-software-engineer-data-science-and-machine-learning-vsh-solutions-private-limited-pune-2-to-5-years-060919500612?src=jobsearchDesk&sid=16233957827611842_49&xp=4&px=50,VSH SOLUTIONS PRIVATE LIMITED,https://www.naukri.com/vsh-solutions-jobs-careers-3679244,2-5 Yrs,Not disclosed,Pune,Computer science|GIT|NoSQL|cassandra|Analytical|Machine learning|MongoDB|MATLAB,
Consultant / Senior Consultant - Data Science,https://www.naukri.com/job-listings-consultant-senior-consultant-data-science-absolutdata-research-analytics-solutions-pvt-lt-pune-gurgaon-4-to-8-years-041120501065?src=jobsearchDesk&sid=16233957827611842_49&xp=5&px=50,AbsolutData Research Analytics Solutions Pvt. Lt,https://www.naukri.com/absolutdata-research-analytics-solutions-lt-jobs-careers-1807048,4-8 Yrs,Not disclosed,"Pune, Gurgaon",Product management|Telecom|Supply chain management|Backend|Market research|Healthcare|Telecommunication|Automotive,
Sr. Manager - Data Science and Analytics (Modeling),https://www.naukri.com/job-listings-sr-manager-data-science-and-analytics-modeling-transunion-software-services-pvt-ltd-mumbai-8-to-11-years-030521501297?src=jobsearchDesk&sid=16233957827611842_49&xp=6&px=50,TransUnion Software Services Pvt. Ltd,https://www.naukri.com/transunion-services-jobs-careers-1133954,8-11 Yrs,Not disclosed,Mumbai,Tableau|R|SQL|Python|Hive|Spark|team management|data science,
